backbone,dataset,method,alpha,direction,nprobe,rerank_k,r10,r100,qps,bytes_per_vec,n_vectors,d,seed
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,16,200,0.8707,0.6497,8184.06,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,16,500,0.8707,0.6953,2171.54,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,16,1000,0.8707,0.6953,2231.92,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,16,0,0.5276,0.5319,77744.78,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,16,100,0.8565,0.5319,9966.77,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,16,200,0.8811,0.654,8150.84,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,16,500,0.8866,0.7051,4012.55,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,16,1000,0.8866,0.7051,3792.05,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,16,0,0.5619,0.5483,56319.31,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,16,100,0.8651,0.5483,8775.69,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,16,200,0.8706,0.6629,6795.94,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,16,500,0.8707,0.6953,2008.92,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,16,1000,0.8707,0.6953,1923.58,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,16,0,0.5395,0.5444,58157.79,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,16,100,0.8651,0.5444,8944.44,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,16,200,0.882,0.6653,6683.9,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,16,500,0.8866,0.7051,3395.32,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,16,1000,0.8866,0.7051,3336.75,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,64,0,0.4715,0.5552,29185.58,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,64,100,0.9596,0.5552,7516.9,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,64,200,0.9959,0.7777,5808.53,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,64,500,1.0,0.9925,1273.41,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,text->image,64,1000,1.0,1.0,746.54,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,64,0,0.5464,0.606,31946.84,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,64,100,0.94,0.606,8838.64,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,64,200,0.982,0.7893,6717.92,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,64,500,0.9988,0.971,1714.14,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,text->image,64,1000,1.0,1.0,711.79,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,64,0,0.5842,0.6306,25645.3,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,64,100,0.9804,0.6306,7571.56,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,64,200,0.9986,0.8321,5599.43,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,64,500,1.0,0.9954,1420.05,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,text->image,64,1000,1.0,1.0,851.87,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,64,0,0.5578,0.6195,33132.11,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,64,100,0.9509,0.6195,10251.31,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,64,200,0.9829,0.8135,7879.07,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,64,500,0.9985,0.9758,1824.71,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,text->image,64,1000,1.0,1.0,910.66,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,16,0,0.396,0.4316,87090.56,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,16,100,0.738,0.4316,9174.35,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,16,200,0.7946,0.5704,6447.37,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,16,500,0.7964,0.6278,3312.25,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,16,1000,0.7964,0.6278,3503.43,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,16,0,0.4719,0.4695,62297.92,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,16,100,0.7923,0.4695,9016.38,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,16,200,0.8273,0.6036,6703.31,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,16,500,0.8293,0.6534,3357.54,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,16,1000,0.8293,0.6534,3492.12,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,16,0,0.4551,0.4786,62140.37,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,16,100,0.7801,0.4786,9317.74,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,16,200,0.796,0.602,6714.06,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,16,500,0.7964,0.6278,4479.59,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,16,1000,0.7964,0.6278,4075.73,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,16,0,0.4999,0.4957,65795.1,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,16,100,0.8057,0.4957,10340.24,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,16,200,0.8283,0.6198,7901.4,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,16,500,0.8293,0.6534,4363.05,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,16,1000,0.8293,0.6534,4179.01,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,64,0,0.4184,0.5047,31561.07,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,64,100,0.8459,0.5047,8956.41,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,64,200,0.9519,0.6795,6550.24,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,64,500,0.9996,0.9445,1493.93,64,1000,768,42
clip-l,flickr30k,ivfpq_vanilla,0.0,image->text,64,1000,1.0,1.0,611.64,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,64,0,0.4989,0.5467,28356.97,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,64,100,0.9011,0.5467,7344.09,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,64,200,0.9671,0.7273,5548.08,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,64,500,0.9982,0.9468,1202.29,64,1000,768,42
clip-l,flickr30k,ivfpq_pmc_1.00,1.0,image->text,64,1000,1.0,1.0,657.7,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,64,0,0.4877,0.5735,26995.36,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,64,100,0.9264,0.5735,9117.8,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,64,200,0.9855,0.7668,6267.82,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,64,500,0.9997,0.9771,1495.82,64,1000,768,42
clip-l,flickr30k,opq_vanilla,0.0,image->text,64,1000,1.0,1.0,719.66,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,64,0,0.5316,0.5861,29884.02,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,64,100,0.9338,0.5861,8410.22,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,64,200,0.9792,0.7727,5978.42,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,64,500,0.9988,0.9662,1202.62,64,1000,768,42
clip-l,flickr30k,opq_pmc_1.00,1.0,image->text,64,1000,1.0,1.0,586.79,64,1000,768,42
