backbone,dataset,method,alpha,direction,nprobe,rerank_k,r10,r100,qps,bytes_per_vec,n_vectors,d,seed
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,100,0.9785,0.7766,6448.13,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,200,0.9796,0.8792,5318.48,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,500,0.9796,0.8814,2212.4,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,1000,0.9796,0.8814,2220.66,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,0,0.5516,0.6669,14926.4,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,100,0.9439,0.6669,6311.43,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,200,0.96,0.8216,5162.98,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,500,0.961,0.8431,1783.06,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,1000,0.961,0.8431,1773.42,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,0,0.7056,0.7781,14799.0,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,100,0.9742,0.7781,6448.8,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,200,0.9745,0.8653,5081.37,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,500,0.9745,0.8663,2129.35,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,1000,0.9745,0.8663,2074.73,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,64,0,0.7077,0.7891,4062.47,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,64,100,0.9963,0.7891,2501.17,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,64,200,0.9996,0.9606,2281.59,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,64,500,1.0,0.999,856.34,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,64,1000,1.0,1.0,504.66,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,64,0,0.5528,0.6743,3487.86,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,64,100,0.9597,0.6743,2493.92,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,64,200,0.9873,0.8697,2360.1,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,64,500,0.9991,0.9823,859.01,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,64,1000,1.0,0.9999,501.77,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,64,0,0.7062,0.8031,3478.58,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,64,100,0.9978,0.8031,2492.03,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,64,200,0.9999,0.9699,2396.82,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,64,500,1.0,0.9994,870.32,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,64,1000,1.0,1.0,486.54,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,0,0.4756,0.6323,13277.9,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,100,0.9026,0.6323,5713.91,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,200,0.9411,0.8011,4612.14,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,500,0.9672,0.9104,1038.36,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,1000,0.9737,0.9412,539.24,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,0,0.3342,0.5216,13784.41,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,100,0.8206,0.5216,5942.47,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,200,0.9028,0.7107,4183.68,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,500,0.9466,0.8699,1032.84,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,1000,0.9524,0.9064,539.44,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,0,0.5549,0.7056,14560.1,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,100,0.9545,0.7056,5931.16,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,200,0.9653,0.882,4434.46,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,500,0.9683,0.9348,1011.68,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,1000,0.9686,0.9376,549.19,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,0,0.478,0.6382,3480.62,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,100,0.9168,0.6382,2611.01,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,200,0.9586,0.8149,2374.33,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,500,0.9854,0.9348,822.52,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,1000,0.995,0.9732,477.55,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,0,0.3372,0.5274,3454.89,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,100,0.8373,0.5274,2549.77,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,200,0.9253,0.7234,2280.23,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,500,0.9787,0.9009,781.04,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,1000,0.9943,0.965,483.13,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,0,0.5599,0.7158,3391.42,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,100,0.9814,0.7158,2431.51,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,200,0.9943,0.9137,2218.36,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,500,0.9993,0.9892,806.05,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,1000,0.9999,0.9983,475.82,136,5225,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,16,0,0.5993,0.719,16049.78,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,16,100,0.9652,0.719,6012.65,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,16,200,0.9759,0.8833,4640.96,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,16,500,0.9794,0.9364,1179.81,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,16,1000,0.9797,0.9386,745.86,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,16,0,0.4888,0.6123,17372.51,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,16,100,0.8802,0.6123,7405.61,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,16,200,0.9127,0.7683,5281.83,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,16,500,0.9376,0.8614,1036.79,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,16,1000,0.9414,0.878,575.2,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,16,0,0.6234,0.7409,14252.81,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,16,100,0.972,0.7409,6029.2,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,16,200,0.9792,0.8972,4758.45,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,16,500,0.982,0.9347,1035.69,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,16,1000,0.9821,0.9358,583.45,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,64,0,0.5983,0.7171,3532.1,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,64,100,0.9744,0.7171,2479.02,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,64,200,0.992,0.8994,2377.56,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,64,500,0.9974,0.9813,827.36,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,64,1000,0.9985,0.9955,487.66,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,64,0,0.4912,0.6157,3468.79,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,64,100,0.8988,0.6157,2592.47,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,64,200,0.9376,0.7837,2133.12,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,64,500,0.975,0.9038,817.31,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,64,1000,0.9904,0.9602,478.25,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,64,0,0.6187,0.7453,3893.41,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,64,100,0.9823,0.7453,2372.73,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,64,200,0.9929,0.9243,2140.63,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,64,500,0.9974,0.9891,824.21,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,64,1000,0.9986,0.9969,492.7,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,16,0,0.49,0.6351,14185.99,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,16,100,0.887,0.6351,5945.75,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,16,200,0.928,0.7817,4583.74,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,16,500,0.9594,0.8903,1008.52,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,16,1000,0.9644,0.9183,631.57,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,16,0,0.3666,0.5456,14639.23,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,16,100,0.8094,0.5456,5885.58,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,16,200,0.878,0.7055,4653.53,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,16,500,0.9236,0.8381,1022.49,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,16,1000,0.9348,0.8772,586.32,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,16,0,0.5516,0.7038,14164.91,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,16,100,0.9363,0.7038,7176.97,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,16,200,0.9532,0.8545,4780.73,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,16,500,0.9596,0.9131,1019.6,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,16,1000,0.9607,0.9183,620.8,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,64,0,0.4891,0.6438,3521.16,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,64,100,0.9026,0.6438,2475.02,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,64,200,0.9455,0.8035,2269.98,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,64,500,0.9763,0.9228,904.82,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,audio->text,64,1000,0.987,0.9672,493.48,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,64,0,0.3703,0.553,3582.95,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,64,100,0.8255,0.553,2048.37,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,64,200,0.9003,0.7235,1892.75,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,64,500,0.9564,0.88,766.4,136,3366,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,audio->text,64,1000,0.9809,0.9479,460.12,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,64,0,0.5564,0.715,3403.37,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,64,100,0.9567,0.715,2352.68,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,64,200,0.9793,0.891,2169.11,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,64,500,0.9905,0.9757,781.43,136,3366,1024,42
imagebind,audiocaps,pmc_1.00,1.0,audio->text,64,1000,0.9951,0.9941,456.82,136,3366,1024,42
