backbone,dataset,method,alpha,direction,nprobe,nlist,rerank_k,r10,r100,qps,bytes_per_vec,n_vectors,d,seed
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,200,0.9225,0.7736,7643.17,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,500,0.931,0.8272,1492.66,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,1000,0.9319,0.8319,1218.51,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,0,0.634,0.7326,35239.71,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,100,0.9445,0.7326,10143.43,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,200,0.9515,0.8297,7753.01,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,500,0.9553,0.8579,1496.29,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,1000,0.9554,0.8591,1230.62,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,0,0.5707,0.7068,15834.73,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,100,0.9487,0.7068,8122.83,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,200,0.9589,0.8496,6465.9,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,500,0.9665,0.8939,1416.55,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,1000,0.9768,0.9259,759.09,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,0,0.535,0.6552,16738.56,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,100,0.9232,0.6552,8193.51,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,200,0.9436,0.7934,6734.89,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,500,0.9555,0.8705,1411.18,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,1000,0.9624,0.8951,752.39,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,0,0.636,0.7489,17094.86,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,100,0.967,0.7489,8650.18,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,200,0.976,0.8765,6109.8,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,500,0.9826,0.9238,1414.38,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,1000,0.9848,0.9391,754.75,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,0,0.5688,0.6978,4643.59,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,100,0.9624,0.6978,2554.89,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,200,0.9744,0.8694,2619.53,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,500,0.9818,0.9393,1121.49,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,1000,0.9864,0.9565,645.62,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,0,0.5361,0.658,4227.72,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,100,0.9328,0.658,3227.95,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,200,0.9567,0.8051,2637.84,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,500,0.9717,0.8964,1080.35,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,1000,0.9781,0.9304,663.25,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,64,71,0,0.636,0.7505,4760.03,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,64,71,100,0.9769,0.7505,3006.4,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,64,71,200,0.9871,0.8994,3181.95,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,64,71,500,0.9935,0.9618,1181.37,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,64,71,1000,0.9966,0.9823,661.08,136,5000,1024,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,8,32,0,0.4616,0.5371,26689.8,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,8,32,100,0.8393,0.5371,12238.03,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,8,32,200,0.8693,0.6739,8597.76,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,8,32,500,0.8738,0.7053,5347.66,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,8,32,1000,0.8738,0.7053,5208.09,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,8,32,0,0.4065,0.4715,30538.55,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,8,32,100,0.7706,0.4715,11805.25,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,8,32,200,0.8316,0.6206,9758.49,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,8,32,500,0.8531,0.6915,3547.32,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,8,32,1000,0.8531,0.6915,3673.8,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,8,32,0,0.5415,0.5675,30903.21,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,8,32,100,0.8406,0.5675,12298.17,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,8,32,200,0.847,0.6571,8605.94,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,8,32,500,0.847,0.6653,6700.1,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,8,32,1000,0.847,0.6653,6606.69,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,16,32,0,0.4541,0.5584,20989.97,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,16,32,100,0.8909,0.5584,10305.58,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,16,32,200,0.9466,0.7592,7076.2,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,16,32,500,0.9704,0.9032,1922.99,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,16,32,1000,0.9711,0.9083,1773.38,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,16,32,0,0.4088,0.4866,15991.02,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,16,32,100,0.809,0.4866,9052.85,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,16,32,200,0.8875,0.6734,6903.15,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,16,32,500,0.9488,0.8639,2087.98,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,16,32,1000,0.9566,0.8896,1549.33,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,16,32,0,0.559,0.6297,17864.45,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,16,32,100,0.9396,0.6297,10219.13,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,16,32,200,0.9605,0.8111,7408.95,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,16,32,500,0.9636,0.8831,2016.06,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,16,32,1000,0.9636,0.8833,1669.93,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,32,32,0,0.4439,0.5362,11330.19,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,32,32,100,0.8877,0.5362,7372.07,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,32,32,200,0.952,0.7424,5096.5,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,32,32,500,0.992,0.941,1663.33,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,text->image,32,32,1000,1.0,1.0,1011.3,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,32,32,0,0.4094,0.484,9892.34,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,32,32,100,0.8121,0.484,7241.39,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,32,32,200,0.8969,0.6734,5613.54,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,32,32,500,0.9727,0.8948,1738.44,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,text->image,32,32,1000,1.0,1.0,997.57,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,32,32,0,0.5585,0.6394,9573.34,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,32,32,100,0.9618,0.6394,7481.29,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,32,32,200,0.9911,0.852,5162.45,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,32,32,500,0.9998,0.9859,1877.31,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,text->image,32,32,1000,1.0,1.0,1009.0,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,8,32,0,0.3904,0.4533,25687.72,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,8,32,100,0.7145,0.4533,12113.59,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,8,32,200,0.7812,0.5849,8738.37,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,8,32,500,0.8078,0.6432,7687.75,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,8,32,1000,0.8078,0.6432,6350.27,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,8,32,0,0.3974,0.4212,27476.45,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,8,32,100,0.6764,0.4212,12424.49,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,8,32,200,0.7054,0.52,8211.53,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,8,32,500,0.7109,0.5451,7555.68,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,8,32,1000,0.7109,0.5451,7377.84,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,8,32,0,0.5069,0.5048,25566.55,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,8,32,100,0.7355,0.5048,11692.99,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,8,32,200,0.7383,0.5598,8206.62,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,8,32,500,0.7386,0.5635,8085.95,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,8,32,1000,0.7386,0.5635,7063.34,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,16,32,0,0.3995,0.4965,20106.73,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,16,32,100,0.7735,0.4965,10261.63,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,16,32,200,0.8466,0.6533,6811.55,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,16,32,500,0.9482,0.8685,2034.84,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,16,32,1000,0.9529,0.8836,1708.52,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,16,32,0,0.4157,0.4624,16742.93,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,16,32,100,0.7714,0.4624,9909.89,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,16,32,200,0.8337,0.6171,6794.24,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,16,32,500,0.8809,0.7745,2058.31,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,16,32,1000,0.8815,0.7829,1707.96,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,16,32,0,0.5477,0.5972,17070.29,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,16,32,100,0.8876,0.5972,10100.53,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,16,32,200,0.9052,0.7552,7159.9,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,16,32,500,0.9085,0.8171,1943.0,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,16,32,1000,0.9085,0.8177,1975.31,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,32,32,0,0.3931,0.4946,9715.13,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,32,32,100,0.7802,0.4946,7405.79,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,32,32,200,0.8544,0.6629,5551.08,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,32,32,500,0.936,0.8506,1829.85,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq,0.0,image->text,32,32,1000,1.0,1.0,1034.24,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,32,32,0,0.4244,0.4736,10349.03,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,32,32,100,0.8105,0.4736,6627.99,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,32,32,200,0.8871,0.6553,5513.2,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,32,32,500,0.9608,0.873,1873.07,104,1000,768,42
clip-l,flickr30k,vanilla_rabitq_meanshift,0.0,image->text,32,32,1000,1.0,1.0,1032.77,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,32,32,0,0.5584,0.6181,9696.41,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,32,32,100,0.9491,0.6181,6674.8,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,32,32,200,0.9854,0.8269,5447.33,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,32,32,500,0.9989,0.9774,1688.92,104,1000,768,42
clip-l,flickr30k,pmc_1.00,1.0,image->text,32,32,1000,1.0,1.0,1024.99,104,1000,768,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,8,32,0,0.6906,0.7563,37263.22,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,8,32,100,0.963,0.7563,10807.8,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,8,32,200,0.9644,0.854,8390.66,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,8,32,500,0.9645,0.8581,3256.03,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,8,32,1000,0.9645,0.8581,3199.24,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,8,32,0,0.5513,0.6602,32552.47,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,8,32,100,0.9181,0.6602,10831.03,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,8,32,200,0.9324,0.7904,8370.61,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,8,32,500,0.9332,0.8108,3083.98,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,8,32,1000,0.9332,0.8108,3091.76,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,8,32,0,0.6945,0.7548,32180.6,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,8,32,100,0.96,0.7548,11333.96,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,8,32,200,0.9605,0.8343,8253.54,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,8,32,500,0.9605,0.836,3214.86,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,8,32,1000,0.9605,0.836,3156.39,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,32,0,0.6945,0.7795,17909.83,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,32,100,0.989,0.7795,7947.64,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,32,200,0.9926,0.9378,6970.83,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,32,500,0.9929,0.9657,1521.28,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,16,32,1000,0.9929,0.9657,1412.5,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,32,0,0.5565,0.6766,18521.87,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,32,100,0.9504,0.6766,7939.6,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,32,200,0.9754,0.8557,6887.21,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,32,500,0.983,0.9414,1470.34,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,16,32,1000,0.983,0.9427,1355.05,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,32,0,0.6998,0.7922,18788.02,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,32,100,0.9912,0.7922,8489.97,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,32,200,0.993,0.9395,6479.59,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,32,500,0.9931,0.9583,1458.53,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,16,32,1000,0.9931,0.9583,1399.07,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,32,32,0,0.6959,0.7808,8209.75,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,32,32,100,0.9952,0.7808,5163.5,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,32,32,200,0.9993,0.9541,4740.5,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,32,32,500,1.0,0.9984,1319.77,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,text->audio,32,32,1000,1.0,1.0,754.23,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,32,32,0,0.5578,0.6795,9198.94,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,32,32,100,0.959,0.6795,5689.5,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,32,32,200,0.9867,0.8691,5004.99,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,32,32,500,0.9986,0.9802,1350.32,136,1045,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,text->audio,32,32,1000,1.0,0.9999,741.61,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,32,32,0,0.7001,0.7952,9616.37,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,32,32,100,0.9972,0.7952,5013.79,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,32,32,200,0.9997,0.9638,5147.81,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,32,32,500,1.0,0.999,1393.4,136,1045,1024,42
imagebind,clotho,pmc_1.00,1.0,text->audio,32,32,1000,1.0,1.0,772.36,136,1045,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,8,72,0,0.4817,0.6214,31904.5,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,8,72,100,0.8761,0.6214,10201.75,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,8,72,200,0.9048,0.7691,7071.44,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,8,72,500,0.9172,0.8427,1499.42,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,8,72,1000,0.9173,0.846,1176.07,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,8,72,0,0.3281,0.5167,21004.98,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,8,72,100,0.7937,0.5167,9986.07,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,8,72,200,0.8571,0.6894,6368.93,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,8,72,500,0.8752,0.7913,1565.52,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,8,72,1000,0.8753,0.7936,1150.05,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,8,72,0,0.5371,0.6724,24890.26,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,8,72,100,0.899,0.6724,10375.01,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,8,72,200,0.9065,0.8056,6622.86,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,8,72,500,0.9069,0.8281,1554.84,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,8,72,1000,0.9069,0.8282,1160.61,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,72,0,0.4881,0.6366,13518.5,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,72,100,0.9073,0.6366,7141.54,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,72,200,0.9437,0.8023,6044.05,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,72,500,0.9642,0.9064,1370.61,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,16,72,1000,0.9682,0.9312,764.67,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,72,0,0.3342,0.5245,13170.18,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,72,100,0.8184,0.5245,8104.63,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,72,200,0.8988,0.7119,5758.12,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,72,500,0.9358,0.8618,1449.34,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,16,72,1000,0.9392,0.8892,734.34,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,72,0,0.5483,0.6997,13152.4,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,72,100,0.9482,0.6997,8033.13,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,72,200,0.9604,0.8706,5858.88,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,72,500,0.9637,0.9189,1316.45,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,16,72,1000,0.9637,0.9208,736.28,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,72,0,0.4894,0.6433,4710.39,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,72,100,0.9236,0.6433,3298.22,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,72,200,0.9627,0.8191,2974.61,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,72,500,0.9882,0.9389,1100.45,136,5225,1024,42
imagebind,clotho,vanilla_rabitq,0.0,audio->text,64,72,1000,0.9964,0.9762,670.07,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,72,0,0.3401,0.5312,4175.93,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,72,100,0.8392,0.5312,3081.34,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,72,200,0.9271,0.7282,2982.46,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,72,500,0.9814,0.9033,1197.76,136,5225,1024,42
imagebind,clotho,vanilla_rabitq_meanshift,0.0,audio->text,64,72,1000,0.9952,0.9664,647.94,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,72,0,0.5539,0.7143,4365.95,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,72,100,0.9788,0.7143,3429.29,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,72,200,0.9931,0.9105,2834.48,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,72,500,0.9996,0.9878,1133.06,136,5225,1024,42
imagebind,clotho,pmc_1.00,1.0,audio->text,64,72,1000,0.9999,0.9974,659.5,136,5225,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,8,66,0,0.5608,0.7069,35495.15,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,8,66,100,0.9382,0.7069,10245.46,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,8,66,200,0.9441,0.8468,8263.66,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,8,66,500,0.9447,0.8697,1585.22,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq,0.0,text->audio,8,66,1000,0.9447,0.8698,1386.99,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,8,66,0,0.4591,0.5947,30063.62,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,8,66,100,0.827,0.5947,10623.52,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,8,66,200,0.8465,0.7303,8051.94,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,8,66,500,0.8519,0.7779,1518.87,136,4411,1024,42
imagebind,audiocaps,vanilla_rabitq_meanshift,0.0,text->audio,8,66,1000,0.8521,0.7788,1302.5,136,4411,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,8,66,0,0.6001,0.724,30655.15,136,4411,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,8,66,100,0.9256,0.724,10152.85,136,4411,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,8,66,200,0.9299,0.8356,7898.91,136,4411,1024,42
imagebind,audiocaps,pmc_1.00,1.0,text->audio,8,66,500,0.93,0.8471,1485.55,136,4411,1024,42
