backbone,dataset,method,alpha,direction,nprobe,nlist,rerank_k,r10,r100,qps,bytes_per_vec,n_vectors,d,seed
clip-l,mscoco,pmc_1.00,1.0,text->image,64,71,350,0.9834,0.8951,2165.11,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,text->image,64,71,400,0.986,0.91,1956.21,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,text->image,64,71,450,0.9878,0.9213,1947.89,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,text->image,64,71,500,0.9895,0.9306,1763.72,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,0,0.28,0.5045,41396.55,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,100,0.7676,0.5045,11494.13,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,200,0.8792,0.6843,9077.98,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,250,0.9051,0.7349,8194.79,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,300,0.9225,0.7725,7313.89,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,350,0.934,0.8011,3276.83,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,400,0.9423,0.8227,2948.18,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,450,0.9476,0.8378,2815.4,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,8,71,500,0.9505,0.848,2408.67,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,0,0.3505,0.5298,39116.01,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,100,0.8061,0.5298,11359.56,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,200,0.8899,0.6886,8802.82,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,250,0.9074,0.7318,8288.01,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,300,0.9186,0.763,7560.42,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,350,0.9256,0.7857,3293.07,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,400,0.9302,0.8028,3040.2,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,450,0.9332,0.8159,2745.06,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,500,0.9353,0.8254,2404.18,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,0,0.4505,0.6437,36625.85,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,100,0.9204,0.6437,11475.38,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,200,0.9434,0.7956,9042.81,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,250,0.9454,0.8187,8087.91,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,300,0.9464,0.8312,7425.83,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,350,0.947,0.8381,3325.07,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,400,0.9473,0.842,2933.19,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,450,0.9475,0.8441,2786.61,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,8,71,500,0.9475,0.8453,2458.77,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,0,0.2632,0.4655,19111.15,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,100,0.7292,0.4655,9074.68,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,200,0.8447,0.6352,7754.47,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,250,0.8742,0.687,7012.79,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,300,0.8958,0.7274,6543.33,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,350,0.913,0.7601,3142.91,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,400,0.9267,0.7875,2883.86,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,450,0.9383,0.811,2673.03,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,16,71,500,0.9473,0.8314,2288.79,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,0,0.3464,0.5071,21008.23,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,100,0.7885,0.5071,9184.39,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,200,0.8742,0.6532,7598.44,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,250,0.896,0.6965,7034.42,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,300,0.9107,0.7307,6528.08,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,350,0.9233,0.7589,3128.7,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,400,0.9323,0.7825,2860.25,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,450,0.94,0.8024,2642.53,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,500,0.9453,0.8193,2281.33,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,0,0.4444,0.6309,19923.29,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,100,0.9307,0.6309,9440.67,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,200,0.9657,0.8068,7639.92,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,250,0.9706,0.8447,6950.59,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,300,0.9735,0.8686,6688.4,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,350,0.9751,0.8844,3133.15,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,400,0.976,0.8954,2650.7,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,450,0.9768,0.9032,2585.15,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,16,71,500,0.9773,0.9088,2312.37,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,0,0.2266,0.3869,5829.83,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,100,0.653,0.3869,4483.98,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,200,0.7636,0.5291,4114.04,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,250,0.7937,0.5736,3728.4,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,300,0.8153,0.6086,3665.68,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,350,0.8329,0.6382,2178.48,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,400,0.8477,0.6633,1968.27,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,450,0.8608,0.6851,1950.73,104,5000,768,42
clip-l,mscoco,vanilla_rabitq,0.0,image->text,64,71,500,0.8713,0.704,1786.72,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,0,0.3408,0.4827,6142.32,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,100,0.7696,0.4827,4208.87,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,200,0.8536,0.6165,3925.35,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,250,0.8741,0.6558,3864.28,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,300,0.8905,0.6865,3606.11,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,350,0.9033,0.7123,2195.86,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,400,0.9133,0.7342,1961.65,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,450,0.9216,0.7533,1967.15,104,5000,768,42
clip-l,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,500,0.9286,0.77,1802.47,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,0,0.4315,0.5943,6122.82,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,100,0.9202,0.5943,4318.76,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,200,0.9677,0.7726,3919.31,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,250,0.9761,0.8179,3641.07,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,300,0.9821,0.8501,3653.43,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,350,0.9858,0.8749,2201.38,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,400,0.9884,0.8937,1943.55,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,450,0.9904,0.9092,1933.97,104,5000,768,42
clip-l,mscoco,pmc_1.00,1.0,image->text,64,71,500,0.9917,0.9213,1771.22,104,5000,768,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,0,0.5518,0.6647,31826.42,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,100,0.9333,0.6647,10049.21,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,200,0.946,0.8118,7471.61,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,250,0.9476,0.8357,7029.79,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,300,0.9483,0.8485,2950.33,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,350,0.9486,0.8557,2645.38,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,400,0.9487,0.8597,2400.86,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,450,0.9488,0.8619,2169.29,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,8,71,500,0.9489,0.8631,1965.08,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,0,0.5073,0.623,28764.2,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,100,0.912,0.623,9916.35,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,200,0.9384,0.7782,7588.96,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,250,0.9429,0.8097,6737.48,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,300,0.9451,0.8289,2980.32,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,350,0.9465,0.8413,2601.45,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,400,0.9474,0.8494,2378.64,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,450,0.9478,0.8545,2202.22,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,8,71,500,0.9481,0.8579,1913.45,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,0,0.6304,0.7363,30561.99,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,100,0.9557,0.7363,9680.03,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,200,0.9589,0.8534,7548.56,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,250,0.9591,0.8635,6911.49,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,300,0.9591,0.8675,2993.32,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,350,0.9592,0.8693,2574.05,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,400,0.9592,0.8701,2409.75,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,450,0.9592,0.8704,2169.34,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,8,71,500,0.9592,0.8706,1955.89,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,0,0.5542,0.6684,16398.39,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,100,0.9542,0.6684,7812.82,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,200,0.9723,0.8308,6214.58,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,250,0.9746,0.862,5736.77,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,300,0.9759,0.8825,2792.02,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,350,0.9768,0.8965,2498.55,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,400,0.9776,0.9065,2147.52,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,450,0.978,0.9134,2073.75,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,16,71,500,0.9781,0.9186,1845.07,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,0,0.5086,0.6207,15243.6,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,100,0.9221,0.6207,7512.52,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,200,0.9543,0.7814,6157.45,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,250,0.9605,0.8177,5701.42,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,300,0.9644,0.8431,2776.76,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,350,0.9674,0.8617,2493.09,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,400,0.9692,0.876,2237.17,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,450,0.9705,0.8868,1975.65,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,16,71,500,0.9716,0.8957,1811.2,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,0,0.633,0.7486,15979.78,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,100,0.9776,0.7486,7624.08,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,200,0.9832,0.8956,6406.66,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,250,0.9838,0.9142,5764.09,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,300,0.984,0.9241,2735.94,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,350,0.9841,0.93,2449.73,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,400,0.9842,0.9337,2257.72,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,450,0.9842,0.936,2037.05,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,16,71,500,0.9843,0.9375,1788.86,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,0,0.5553,0.6705,4394.04,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,100,0.9662,0.6705,3223.87,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,200,0.9878,0.8393,3073.16,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,250,0.9912,0.8737,3083.36,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,300,0.9933,0.8972,1789.65,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,350,0.9948,0.9139,1714.93,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,400,0.9956,0.9269,1595.86,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,450,0.9963,0.9368,1494.16,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,text->image,64,71,500,0.9968,0.9448,1400.19,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,0,0.5083,0.6176,4589.75,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,100,0.9265,0.6176,3377.05,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,200,0.9631,0.7767,3061.79,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,250,0.9701,0.8123,2884.33,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,300,0.9748,0.8378,1867.96,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,350,0.9785,0.8568,1715.96,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,400,0.9813,0.8719,1633.87,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,450,0.9835,0.8842,1501.84,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,text->image,64,71,500,0.9852,0.8946,1373.83,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,0,0.6305,0.751,4599.67,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,100,0.988,0.751,3267.64,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,200,0.9963,0.9148,3187.64,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,250,0.9974,0.9396,3083.92,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,300,0.998,0.9543,1789.16,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,350,0.9985,0.9642,1722.66,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,400,0.9989,0.9712,1571.65,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,450,0.9991,0.9761,1497.23,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,text->image,64,71,500,0.9992,0.9798,1371.39,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,0,0.5703,0.6968,34426.82,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,100,0.9261,0.6968,9738.33,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,200,0.9344,0.8067,7726.83,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,250,0.9364,0.8183,6841.34,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,300,0.9382,0.8254,2836.54,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,350,0.9401,0.8318,2537.36,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,400,0.9422,0.8384,2275.27,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,450,0.9444,0.8451,2133.47,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,8,71,500,0.9464,0.8515,1985.16,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,0,0.5321,0.6496,28362.98,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,100,0.906,0.6496,9849.84,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,200,0.9225,0.7736,7483.39,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,250,0.9255,0.7943,6852.9,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,300,0.9269,0.8067,2857.91,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,350,0.9281,0.8147,2531.1,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,400,0.9292,0.82,2315.21,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,450,0.9304,0.824,2076.62,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,8,71,500,0.931,0.8272,1706.37,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,0,0.634,0.7326,30972.68,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,100,0.9445,0.7326,9316.45,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,200,0.9515,0.8297,7533.78,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,250,0.9527,0.8406,6670.99,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,300,0.9535,0.847,2677.79,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,350,0.9543,0.8514,2470.02,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,400,0.9548,0.8544,2172.44,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,450,0.9552,0.8565,1947.89,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,8,71,500,0.9553,0.8579,1673.38,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,0,0.5707,0.7068,14053.87,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,100,0.9487,0.7068,7121.85,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,200,0.9589,0.8496,5944.33,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,250,0.9609,0.8673,5573.3,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,300,0.9626,0.8772,2338.46,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,350,0.9635,0.8833,2199.95,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,400,0.9646,0.8877,2043.77,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,450,0.9655,0.8912,1885.64,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,16,71,500,0.9665,0.8939,1674.41,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,0,0.535,0.6552,16897.37,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,100,0.9232,0.6552,7657.34,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,200,0.9436,0.7934,6197.52,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,250,0.9476,0.8198,5333.31,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,300,0.9503,0.8372,2575.8,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,350,0.9522,0.8491,2308.87,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,400,0.9535,0.8581,2023.79,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,450,0.9547,0.8652,1932.5,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,16,71,500,0.9555,0.8705,1762.84,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,0,0.636,0.7489,15500.29,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,100,0.967,0.7489,7585.92,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,200,0.976,0.8765,6225.41,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,250,0.9783,0.8932,5647.13,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,300,0.9795,0.9033,2558.56,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,350,0.9804,0.9106,2206.91,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,400,0.9813,0.916,2094.73,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,450,0.9819,0.9203,1927.11,136,5000,1024,42
imagebind,mscoco,pmc_1.00,1.0,image->text,16,71,500,0.9826,0.9238,1755.42,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,0,0.5688,0.6978,4556.74,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,100,0.9624,0.6978,3246.81,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,200,0.9744,0.8694,2919.79,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,250,0.9765,0.8963,2865.96,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,300,0.978,0.9123,1752.9,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,350,0.9793,0.9228,1601.77,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,400,0.9802,0.93,1521.79,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,450,0.981,0.9353,1377.16,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq,0.0,image->text,64,71,500,0.9818,0.9393,1253.29,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,0,0.5361,0.658,4434.32,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,100,0.9328,0.658,3092.82,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,200,0.9567,0.8051,3037.3,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,250,0.9612,0.8348,2923.07,136,5000,1024,42
imagebind,mscoco,vanilla_rabitq_meanshift,0.0,image->text,64,71,300,0.9647,0.8548,1706.2,136,5000,1024,42
